# 05ca9948
Energy: Lightning, Water
2 P-A 007

# c74abc52
Energy: Lightning, Water
1 A1 184
2 A1 185
1 A2 147
2 A3 144
1 A3 155
2 A3b 051
1 A4 066
1 A4a 023
1 B1 223
2 B1 225
1 B2 145
1 B2 147
2 P-A 005
2 P-A 007

# cadc0c71
Energy: Lightning, Water
1 A1 083
2 A1 183
2 A1 184
2 A1 185
2 A1 220
1 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# cbf05cb4
Energy: Lightning, Water
2 A1 185
1 A2 146
1 A2 147
2 A3 144
1 A3 151
2 A3 155
2 A3b 051
1 A3b 052
1 A4 066
1 A4 077
1 A4a 023
2 P-A 005
1 P-A 006
2 P-A 007

# cc01a40f
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
2 A1 225
1 A1a 068
2 A2 146
2 A2 147
1 A2 155
2 P-A 001
2 P-A 005
2 P-A 007

# cd9b6447
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 223
2 A1 225
1 A1a 056
1 A1a 060
1 A1a 068
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# ce4a7620
Energy: Lightning, Water
2 A1 185
1 A3 155
2 A3b 051
1 B1 219
2 B1 225
1 B2 124
2 B2 145
1 B2a 093
2 B2b 052
1 B3 004
1 P-A 002
2 P-A 005
2 P-A 007

# cecaa870
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 203
1 A1a 056
1 A1a 068
1 A2 146
2 A2 147
2 A2a 072
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# d0fb8813
Energy: Lightning, Water
2 A1 185
1 A2 147
1 A2 155
2 A3 144
2 A3 155
2 A3b 051
1 A3b 052
1 A4 077
1 A4a 023
1 B1 223
1 B1 225
1 P-A 002
2 P-A 005
2 P-A 007

# da13bbfd
Energy: Lightning, Water
2 A1 183
1 A1 184
2 A1 185
1 A1 225
1 A2 147
1 A2 155
1 A2a 072
2 A3 144
1 A3 155
1 A3a 021
1 A4 077
1 A4 151
1 A4a 023
2 P-A 005
2 P-A 007

# dd652e25
Energy: Lightning, Water
2 A1 185
1 A2 146
1 A2 147
1 A2 155
1 A2b 069
2 A3 144
2 A3 155
2 A3b 051
1 A3b 052
1 A4 066
1 A4 077
1 P-A 002
2 P-A 005
2 P-A 007

# de00730b
Energy: Lightning, Water
2 A1 183
2 A1 185
1 A3 066
2 A3 144
1 A4 066
1 A4a 023
1 B1 219
1 B1 223
2 B1 225
1 B1 226
2 P-A 002
2 P-A 005
2 P-A 007

# de56a283
Energy: Lightning, Water
1 A1 079
1 A1 083
2 A1 183
2 A1 184
2 A1 185
2 A1 220
2 A1 223
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# df0b6aa7
Energy: Lightning, Water
2 A1 185
2 A2 146
1 A2 150
1 A3 155
2 A3b 051
1 A4 066
1 A4a 023
2 B1 219
2 B1 225
2 B2b 052
2 P-A 005
2 P-A 007

# e23ddee5
Energy: Lightning, Water
1 A1 079
2 A1 183
2 A1 184
2 A1 185
1 A1 203
1 A1 204
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# e2b3f766
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1a 056
2 A1a 068
1 A2 087
2 A2 146
1 A2 147
1 A2 148
2 A2a 072
2 P-A 005
2 P-A 007

# e2bc2a51
Energy: Fire, Lightning, Water
1 A1 048
1 A1 183
1 A1 185
1 A1 203
1 A1 225
1 A1a 030
1 A1a 056
1 A1a 068
1 A2 146
1 A2 147
1 A2 148
1 A2 154
1 A2a 072
1 A2a 073
1 A3 144
1 A3 155
2 P-A 005
2 P-A 007

# e58cb522
Energy: Lightning, Water
2 A1 183
2 A1 185
1 A2 146
2 A2 147
1 A3 155
1 B1 223
2 B1 225
2 B2 145
2 B2b 052
2 P-A 005
1 P-A 006
2 P-A 007

# e5baf428
Energy: Lightning, Water
2 A1 183
2 A1 185
1 A1 203
1 A1 225
1 A2 146
1 A2 147
1 A2 148
2 A2a 072
1 A3 066
2 A3 144
1 A3 155
1 P-A 001
1 P-A 002
1 P-A 005
2 P-A 007

# e7236f53
Energy: Lightning, Water
1 A1 183
2 A1 185
1 A1 225
2 A2 148
1 A2a 072
1 A4 066
1 A4a 023
2 B1 225
1 B2 145
1 B2a 093
1 B2b 051
2 B2b 052
2 P-A 005
2 P-A 007

# e86c6ac6
Energy: Lightning, Water
1 A1 083
2 A1 183
2 A1 184
2 A1 185
1 A1 203
2 A1 220
2 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# e8d889a3
Energy: Lightning, Metal
2 A1 183
1 A1 184
2 A1 185
1 A1 225
1 A2 111
2 A2 147
2 A2 148
1 A2 150
1 A2b 069
1 A3 141
2 A3 144
2 P-A 005
2 P-A 007

# ea86e92a
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
2 A1 225
1 A2 050
1 A2 146
1 A2 155
2 A2a 072
2 P-A 002
2 P-A 005
2 P-A 007
1 P-A 022

# edf2348d
Energy: Lightning, Water
1 A1 184
2 A1 185
1 A2 150
2 A3 144
2 A3 155
2 A3b 051
1 A4 066
1 A4 077
1 A4a 023
1 B1 223
2 B1 225
2 P-A 005
2 P-A 007

# f0405b50
Energy: Lightning, Water
2 A1 185
1 A2 147
1 A2a 072
2 A3 144
1 A3a 021
1 A3a 065
2 A3b 051
1 A3b 052
1 A4 066
1 A4 077
2 A4 151
1 A4a 023
2 P-A 005
2 P-A 007

# f13cd2fb
Energy: Lightning, Water
2 A1 185
1 A2 147
2 A3 144
2 A3 155
1 A4 066
1 A4a 023
2 B1 225
2 B2b 051
2 B2b 052
2 P-A 005
1 P-A 006
2 P-A 007

# f2859713
Energy: Lightning, Water
1 A1 083
2 A1 183
2 A1 184
2 A1 185
1 A1 203
1 A1 220
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# f7f6a8d3
Energy: Lightning, Water
2 A1 185
1 A2 147
1 A2b 070
1 A3 155
1 B1 177
1 B1 219
2 B1 225
2 B2b 051
2 B2b 052
1 B2b 069
1 B3 004
1 P-A 002
2 P-A 005
2 P-A 007

# f9257fbf
Energy: Lightning, Water
2 A1 185
1 A1 225
1 A2 146
1 A2 147
1 A2 155
1 A2b 069
2 A3 144
2 A3 155
2 A3b 051
1 A3b 052
1 A4 066
1 A4 077
2 P-A 005
2 P-A 007

# f9cf1356
Energy: Lightning, Water
2 A1 185
1 A1 225
1 A2 147
1 A2b 070
1 A3 066
1 A3 155
1 A4 066
1 A4 151
1 B1 223
1 B1 225
1 B2 145
2 B2b 051
2 B2b 052
2 P-A 005
2 P-A 007

# fa80dac9
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 225
1 A2 050
2 A2 146
1 A2 147
1 A2a 069
2 A2a 072
2 P-A 002
2 P-A 005
2 P-A 007

# fbe77c4b
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 198
1 A1 203
2 A1 225
1 A2 078
2 A2 146
2 P-A 001
2 P-A 005
1 P-A 006
2 P-A 007

# fca07f6f
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 203
1 A1 220
1 A1a 056
1 A1a 068
1 A2 050
1 A2 146
2 A2 148
1 A2 150
1 A2 154
2 P-A 005
2 P-A 007

# fe16a64d
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1a 056
1 A2 050
1 A2 146
2 A2 147
1 A2 148
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# fe96c0e3
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 202
1 A1 211
2 A1 223
2 A1 225
2 P-A 001
2 P-A 002
1 P-A 005
1 P-A 006
2 P-A 007
