# 007ad800
Energy: Fighting, Water
2 A2 152
2 A2a 046
1 P-A 001
2 P-A 005
2 P-A 007

# f7e9118b
Energy: Fighting, Water
1 A1 225
1 A1a 047
2 A1a 056
1 A1a 068
2 A2 121
2 A2 122
2 A2 123
1 A2 146
2 A2 147
1 A2 150
2 A2 152
1 P-A 002
2 P-A 005

# fa517121
Energy: Fighting, Water
1 A1 225
2 A1a 056
2 A2 121
2 A2 122
2 A2 123
2 A2 146
1 A2 147
1 A2 148
1 A2 150
2 A2 152
2 P-A 005
2 P-A 007
